invoice_id,store_name,store_num,deli_retail,total,signature,signed_by,check_number,notes
5093016,Lucky Seven Chisholm,6,Deli,$222.40,5093016.Signature.205304.png,Luke,,
5093017,Lucky Seven Cook,2,Deli,$55.60,5093017.Signature.213616.png,,,
5093018,Short Stop Cook,,Retail,$134.00,5093018.Signature.214907.png,Tracy,,
5093019,The Y Store,,Retail,$133.40,5093019.Signature.222341.png,Ryan,,
5093020,Lucky Seven Ely,11,Retail,$41.70,5093020.Signature.231107.png,Alex,,
5093021,Lucky Seven Ely,11,Deli,$278.00,5093021.Signature.231030.png,Aleks,,
5093022,Short Stop Ely Voyageur,66,Retail,$103.95,5093022.Signature.233002.png,Becky,,
5093023,Lucky Seven Aurora,13,Deli,$166.80,5093023.Signature.003147.png,Gavyn,,
5093024,Lucky Seven Aurora,13,Retail,$69.50,5093024.Signature.003111.png,Gavin,,
5093025,Lucky Seven Hoyt Lakes,10,Deli,$166.80,5093025.Signature.004759.png,Bob,,
5100101,Twig Store,,Retail,$137.60,5100101.Signature.142704.png,Dan,17442,
5100102,Short Stop Townline,26,Retail,$28.50,5100102.Signature.152513.png,Ben,,
5100103,Ely Lake Short Stop,6,Retail,$38.00,5100103.Signature.154253.png,Becky,,
5100104,Short Stop Eveleth,18,Retail,$140.00,5100104.Signature.160334.png,April,,
5100105,Short Stop Virginia,5,Retail,$57.00,5100105.Signature.162950.png,Amanda,,
5100106,"Lucky Seven Virginia, Hoover Rd",5,Retail,$40.00,5100106.Signature.170322.png,Gavin,,
5100107,"Lucky Seven Virginia, Hoover Rd",5,Deli,$389.20,5100107.Signature.170400.png,,,
5100108,Speedway Hermantown,44610,Retail,$114.00,5100108.Signature.181723.png,Maranda,,
5100109,Stokkes Lakewood,,Retail,$299.65,5100109.Signature.190147.png,Avery,,
5100110,Woodland Short Stop,,Retail,$23.80,5100110.Signature.191527.png,,,
5100111,Reef,,Retail,$180.70,5100111.Signature.193913.png,Rachel,11755,
5100112,Speedway 4th Street,44618,Retail,$127.60,5100112.Signature.200158.png,Crystal,,
5100113,Short Stop Central Ent,,Retail,$57.00,5100113.Signature.201713.png,Jamie,,
5100114,Short Stop 9th Street,,Retail,$114.00,5100114.Signature.202953.png,Matt,,
5100201,Proctor Hockey Arena,,Retail,$454.80,,,,
5100202,Korner Store Cloquet,500,Retail,$27.80,5100202.Signature.151401.png,Amanda,,
5100203,Cromwell Store VP,,Retail,$280.20,5100203.Signature.161618.png,Cindy,,
5100204,Ukura's Big Dollar,,Retail,$71.40,5100204.Signature.165238.png,Har,6507,
5100205,Korner Store Sturgeon Lake,,Retail,$452.90,5100205.Signature.184150.png,Jake,,
5100206,Lucky Seven Barnum,34,Deli,$500.40,5100206.Signature.192319.png,Wyatt,,
5100207,Lucky Seven Barnum,34,Retail,$412.80,5100207.Signature.192252.png,Wyatt,,
5100208,Third Base,,Retail,$24.00,5100208.Signature.195914.png,Chrystal,8088,
5100209,Caywood Esko,,Retail,$80.00,5100209.Signature.201811.png,Chay,,
5100210,Dale Hermantown Football coach,,Retail,$667.20,,,,
5100211,Stokkes Adolph,,Retail,$250.00,5100211.Signature.211642.png,Bryn,,
5100212,Lucky Seven Proctor,32,Retail,$131.00,5100212.Signature.213616.png,Heather,,
5100213,Lucky Seven Proctor,32,Deli,$111.20,5100213.Signature.213659.png,Heather,,
5100214,Korner Store Gary North,1,Retail,$85.00,5100214.Signature.221325.png,Brian,,
5100601,Caywood Saginaw,,Retail,$83.40,5100601.Signature.142743.png,Sheila,,
5100602,Lucky Seven Floodwood,33,Deli,$166.80,5100602.Signature.152018.png,Joe,,
5100603,Lucky Seven Floodwood,33,Retail,$159.50,5100603.Signature.152052.png,Joe,,
5100604,Lucky Seven Swan River,24,Deli,$556.00,5100604.Signature.161041.png,Karen,,
5100605,Lucky Seven Swan River,24,Retail,$204.00,5100605.Signature.161007.png,Karen,,
5100606,Lucky Seven Grand Rapids West,30,Retail,$60.00,5100606.Signature.170218.png,River,,
5100607,Lucky Seven Grand Rapids West,30,Deli,$111.20,5100607.Signature.170301.png,River,,
5100608,Lucky Seven Grand Rapids East,22,Retail,$166.80,5100608.Signature.173649.png,Emily,,
5100609,Lucky Seven Nashwauk,26,Retail,$96.45,5100609.Signature.181056.png,Theresa,,
5100610,Lucky Seven Hibbing Y,15,Deli,$222.40,5100610.Signature.184007.png,Brittany,,
5100611,Korner Store Chisholm,200,Retail,$61.05,5100611.Signature.191041.png,Brandy,,
5100612,Lucky Seven Chisholm,6,Deli,$222.40,5100612.Signature.194032.png,Zach,,
5100613,Lucky Seven Chisholm,6,Retail,$252.20,5100613.Signature.193946.png,Zach,,
5100614,Short Stop Cook,,Retail,$110.00,5100614.Signature.204535.png,Tracy,,
5100615,Lucky Seven Cook,2,Retail,$30.00,5100615.Signature.205925.png,,,
5100616,Lucky Seven Cook,2,Deli,$55.60,5100616.Signature.205953.png,,,
5100617,Lucky Seven Biwabik,1,Deli,$111.20,5100617.Signature.215541.png,Frank,,
5100618,Lucky Seven Aurora,13,Deli,$166.80,5100618.Signature.221609.png,David,,
5100619,Lucky Seven Aurora,13,Retail,$139.00,5100619.Signature.221547.png,David,,
5100620,Lucky Seven Hoyt Lakes,10,Deli,$55.60,5100620.Signature.223424.png,Thomas,,
5100621,Twig Store,,Retail,$83.40,5100621.Signature.234828.png,Nita,17456,
5100701,Dawghouse Canyon,,Retail,$55.60,5100701.Signature.145634.png,,10331,Exchanged 8 peppsause for 4 meat
5100702,Speedway Cotton,44614,Retail,$57.60,5100702.Signature.151326.png,Jason,,
5100703,Short Stop Townline,26,Retail,$164.90,5100703.Signature.154456.png,Ben,,
5100704,Ely Lake Short Stop,6,Retail,$58.50,5100704.Signature.160001.png,,,
5100705,Short Stop Eveleth,18,Retail,$57.00,5100705.Signature.161720.png,April,,
5100706,Short Stop Express Virginia,,Retail,$40.00,5100706.Signature.170753.png,Shari,,
5100707,"Lucky Seven Virginia, Hoover Rd",5,Retail,$67.80,5100707.Signature.174111.png,Nikki,,
5100708,"Lucky Seven Virginia, Hoover Rd",5,Deli,$639.40,5100708.Signature.174135.png,Nikki,,
5100709,"Lucky Seven Virginia, Northside",9,Retail,$55.60,5100709.Signature.175335.png,Cameron,,
5100710,Super One Two Harbors,528,Retail,$54.40,5100710.Signature.194057.png,Chaz,,
5100711,Super One Lakeside,455,Retail,$108.80,5100711.Signature.201155.png,Kiara,,
5100712,Stokkes Lakewood,,Retail,$165.60,5100712.Signature.203957.png,Jaz Campbell,,
5100713,Woodland Short Stop,,Retail,$20.95,5100713.Signature.205538.png,Marissa,,
5100714,Super One Kenwood,458,Retail,$54.40,5100714.Signature.210754.png,Wes,,
5100801,Super One Pike Lake,571,Retail,$54.40,5100801.Signature.141506.png,,,
5100802,Speedway Hermantown,44610,Retail,$114.00,5100802.Signature.142838.png,Kayli,,
5100803,Stokkes Adolph,,Retail,$132.00,5100803.Signature.145328.png,Kendra,,
5100804,Speedway Morgan Park,44612,Retail,$164.40,5100804.Signature.155521.png,Becky,,
5100805,Korner Store Superior,300,Retail,$79.40,5100805.Signature.163626.png,Michelle,,
5100806,Super One Superior,530,Retail,$108.80,5100806.Signature.170119.png,Matt weingart,,
5100807,Korner Store Lincoln Park,800,Retail,$218.60,5100807.Signature.173548.png,Josh,,
5100808,Speedway 4th Street,44618,Retail,$127.60,5100808.Signature.175503.png,Josiah,,
5100809,Super One Plaza,457,Retail,$54.40,5100809.Signature.180904.png,Rhonda,,
5100810,Reef,,Retail,$51.60,5100810.Signature.182118.png,Rachel,11761,
5101401,South Ridge School,,Retail,$333.60,,,,
5100112,Speedway 4th Street,44618,Retail,$127.60,5100112.Signature.200158.png,Crystal,,
5101701,Lucky Seven Osceola,44,Deli,$722.80,,,,
5101702,Lucky Seven Osceola,44,Retail,$111.20,,,,
5101703,Lucky Seven Minong,36,Deli,"$1,501.20",,,,
5101704,Lucky Seven Minong,36,Retail,$389.20,,,,
5101705,Lucky Seven Luck,40,Deli,"$1,000.80",,,,
5101706,Lucky Seven Luck,40,Retail,$158.80,,,,
5101707,Lucky Seven Cushing,42,Deli,$389.20,,,,
5101708,Lucky Seven Cushing,42,Retail,$158.80,,,,
5101709,Lucky Seven Webster,41,Deli,$722.80,,,,
5101710,Lucky Seven Balsam Lake,43,Deli,$690.80,,,,
5101711,Lucky Seven Balsam Lake,43,Retail,$166.80,,,,
5101712,Lucky Seven Grantsburg,39,Deli,"$1,223.20",,,,
5101713,Lucky Seven Grantsburg,39,Retail,$333.60,,,,
5101801,Caywood Saginaw,,Retail,$230.60,5101801.Signature.150215.png,Christine,,
5101802,Korner Store Cloquet,500,Retail,$111.20,5101802.Signature.152409.png,,,
5101803,Super One Cloquet,571,Retail,$81.60,5101803.Signature.153925.png,Brian,,
5101804,Cromwell Store VP,,Retail,$172.40,5101804.Signature.161815.png,,,
5101805,Lucky Seven Moose Lake,38,Retail,$20.85,5101805.Signature.171454.png,Mary,,
5101806,Lucky Seven Moose Lake,38,Deli,$111.20,5101806.Signature.171547.png,Mary,,
5101807,Korner Store Sturgeon Lake,,Retail,$222.40,5101807.Signature.173833.png,Jaeda,,
5101808,Lucky Seven Barnum,34,Retail,$211.20,5101808.Signature.180922.png,Wyatt,,
5101809,Lucky Seven Barnum,34,Deli,$389.20,5101809.Signature.181011.png,Wyatt,,
5101810,Third Base,,Retail,$366.50,5101810.Signature.184757.png,,8112,
5101811,Caywood Esko,,Retail,$243.80,5101811.Signature.191505.png,,,
5101812,Korner Store Gary South,2,Retail,$154.80,5101812.Signature.194744.png,Aiden,,
5101813,Speedway Morgan Park,44612,Retail,$61.30,5101813.Signature.203105.png,Corey,,
5101814,Super One West Duluth,565,Retail,$40.80,5101814.Signature.210749.png,Samuel,,
5101816,Average Joes,,Retail,$194.60,5101816.Signature.220854.png,Emily,,
5101817,Tap On Tower,,Retail,$0.00,5101817.Signature.221956.png,Taylor,,Swapped out buff chix for chx alf (buff not moving)
5101901,Speedway Floodwood,44613,Retail,$71.40,5101901.Signature.151142.png,Tim,,
5101902,Lucky Seven Floodwood,33,Deli,$410.05,5101902.Signature.153519.png,Layla,,
5101903,Lucky Seven Floodwood,33,Retail,$85.60,5101903.Signature.153442.png,Layla,,
5101904,Lucky Seven Swan River,24,Deli,"$1,104.80",5101904.Signature.164227.png,James,,Exchanged the Supreme (credited) for the Chix Alfredo - they had too much
5101905,Lucky Seven Swan River,24,Retail,$294.10,5101905.Signature.164139.png,James,,
5101906,Wild Experience Hunting Preserve,,Retail,$338.00,5101906.Signature.173504.png,Joe,2434,
5101907,Pauls Place,321,Retail,$111.20,5101907.Signature.175030.png,Darren,1096,
5101908,Super One Grand Rapids North,520,Retail,$47.60,5101908.Signature.185402.png,Zach,,
5101909,Lucky Seven Grand Rapids West,30,Retail,$0.00,5101909.Signature.191421.png,Braxton,,
5101910,Lucky Seven Grand Rapids West,30,Deli,$305.80,5101910.Signature.191455.png,Braxton,,
5101911,Super One Grand Rapids,515,Retail,$40.80,5101911.Signature.193244.png,John,,
5101912,Lucky Seven Grand Rapids East,22,Deli,$382.00,5101912.Signature.201721.png,Skylar,,
5101913,Lucky Seven Grand Rapids East,22,Retail,$222.40,5101913.Signature.201636.png,Skylar,,
5101914,Lucky Seven Nashwauk,26,Deli,$55.60,5101914.Signature.205913.png,Jenny,,
5101915,Lucky Seven Nashwauk,26,Retail,$140.40,5101915.Signature.205748.png,Jenny,,
5101916,Lucky Seven Hibbing Y,15,Retail,$111.20,5101916.Signature.213025.png,Laurie,,
5101917,Lucky Seven Hibbing Y,15,Deli,$444.80,5101917.Signature.213105.png,Laurie,,
5101918,Super One Hibbing,525,Retail,$108.80,5101918.Signature.214751.png,Katrina,,
5101919,Korner Store Chisholm,200,Retail,$61.80,5101919.Signature.220905.png,Brandy,,
5101920,Lucky Seven Chisholm,6,Deli,$333.60,5101920.Signature.222659.png,Dave,,
5101921,Lucky Seven Chisholm,6,Retail,$120.20,5101921.Signature.222623.png,Dave,,
5101922,"Lucky Seven Virginia, Hoover Rd",5,Deli,$194.60,5101922.Signature.230145.png,Ken,,
5101815,Super One East Superior,577,Retail,$54.40,5101815.Signature.214044.png,James,,
5102001,Dawghouse Canyon,,Retail,$270.00,5102001.Signature.171608.png,Nick,10340,
5102002,Speedway Cotton,44614,Retail,$182.80,5102002.Signature.174156.png,Jason,,
5102003,Short Stop Townline,26,Retail,$57.00,5102003.Signature.180437.png,Ray,,
5102004,Ely Lake Short Stop,6,Retail,$57.00,5102004.Signature.182020.png,Brooke,,
5102005,Short Stop Eveleth,18,Retail,$57.00,5102005.Signature.183957.png,Jess,,
5102006,Short Stop Virginia,5,Retail,$57.00,5102006.Signature.190300.png,Chad,,
5102007,Super One Virginia,509,Retail,$81.60,5102007.Signature.191356.png,Seth,,
5102008,Short Stop Express Virginia,,Retail,$333.60,,,,
5102009,"Lucky Seven Virginia, Hoover Rd",5,Deli,$556.00,5102009.Signature.200718.png,Sami,,
5102010,Super One Virginia North,459,Retail,$27.20,5102010.Signature.201912.png,Joe,,
5102011,"Lucky Seven Virginia, Northside",9,Retail,$48.65,5102011.Signature.203021.png,Joe,,
5102012,Short Stop Cook,,Retail,$19.00,5102012.Signature.211511.png,Tracy,,
5102013,Lucky Seven Cook,2,Deli,$111.20,5102013.Signature.212645.png,,,
5102014,The Y Store,,Retail,$223.80,5102014.Signature.220148.png,Ryan,,
5102015,Lucky Seven Ely,11,Retail,$244.65,5102015.Signature.225147.png,Chris,,
5102016,Lucky Seven Ely,11,Deli,$278.00,5102016.Signature.225220.png,Chris,,
5102017,Short Stop Ely Voyageur,66,Retail,$19.00,5102017.Signature.230156.png,Becky,,
5102018,Lucky Seven Aurora,13,Deli,$166.80,5102018.Signature.000635.png,David,,
5102019,Lucky Seven Aurora,13,Retail,$111.20,5102019.Signature.000529.png,David,,
5102020,Lucky Seven Hoyt Lakes,10,Deli,$278.00,5102020.Signature.003141.png,,,
5102021,Lucky Seven Hoyt Lakes,10,Retail,$111.20,5102021.Signature.003106.png,,,
5102022,Lucky Seven Biwabik,1,Deli,$166.80,5102022.Signature.005940.png,Frank,,
5102023,Lucky Seven Biwabik,1,Retail,$166.80,5102023.Signature.005907.png,Frank,,
5101813,Speedway Morgan Park,44612,Retail,$64.15,5101813.Signature.203105.png,Corey,,
5102101,Pike Lake Golf Course,,Retail,$834.00,5102101.Signature.162302.png,Rainee,,
5102102,Proctor Hockey Arena,,Retail,$222.40,,,,
5102103,Twig Store,,Retail,$45.65,5102103.Signature.155746.png,Dave,17489,
5102104,Super One Pike Lake,571,Retail,$81.60,5102104.Signature.163333.png,Christine,,
5102105,Speedway Hermantown,44610,Retail,$116.50,5102105.Signature.164834.png,Kayli,,
5102106,Super One Miller Hill,576,Retail,$115.60,5102106.Signature.172341.png,Melanie,,
5102107,Stokkes Adolph,,Retail,$459.80,5102107.Signature.180720.png,,,
5102108,Lucky Seven Proctor,32,Deli,$291.90,5102108.Signature.182903.png,,,
5102109,Duluth Tap Exchange,,Retail,$104.25,,,,
5102110,Korner Store Lincoln Park,800,Retail,$107.20,5102110.Signature.191649.png,,,
5102111,Speedway 4th Street,44618,Retail,$398.00,5102111.Signature.193643.png,Twanda,,
5102112,Short Stop 9th Street,,Retail,$47.60,5102112.Signature.200426.png,Matt,,
5102113,Reef,,Retail,$220.40,5102113.Signature.202959.png,Rachel,11775,
5102114,Speedway University,44616,Retail,$41.65,5102114.Signature.205009.png,Mike,,
5102115,Woodland Short Stop,,Retail,$23.80,5102115.Signature.212228.png,Angie,,
5102116,Stokkes Lakewood,,Retail,$804.10,5102116.Signature.220037.png,Avery,,
5102117,Super One Two Harbors,528,Retail,$34.00,5102117.Signature.230150.png,Tyler,,
5102201,Stokkes Lakewood,,Retail,$111.20,5102201.Signature.190822.png,Cyenna,,
5102701,Caywood Saginaw,,Retail,$153.45,5102701.Signature.154413.png,Mandi,,
5102702,Wild Experience Hunting Preserve,,Retail,$136.45,5102702.Signature.163158.png,Dar,,
5102703,Speedway Floodwood,44613,Retail,$38.80,5102703.Signature.170427.png,Ben,,
5102704,Lucky Seven Floodwood,33,Deli,$222.40,5102704.Signature.172448.png,Joe,,
5102705,Lucky Seven Floodwood,33,Retail,$175.60,5102705.Signature.172618.png,Joe,,
5102706,Lucky Seven Swan River,24,Deli,$834.00,5102706.Signature.180900.png,,,
5102707,Lucky Seven Swan River,24,Retail,$147.40,5102707.Signature.180946.png,,,
5102708,Lucky Seven Grand Rapids West,30,Retail,$135.60,5102708.Signature.185329.png,Braxton,,
5102709,Lucky Seven Grand Rapids West,30,Deli,$222.40,5102709.Signature.185416.png,Braxton,,
5102710,Lucky Seven Grand Rapids East,22,Retail,$137.00,5102710.Signature.192050.png,Emily,,
5102711,Lucky Seven Grand Rapids East,22,Deli,$208.50,5102711.Signature.192142.png,Emily,,
5102712,Lucky Seven Nashwauk,26,Deli,$55.60,5102712.Signature.200352.png,Jason,,
5102713,Lucky Seven Nashwauk,26,Retail,$154.80,5102713.Signature.200314.png,Jason,,
5102714,Lucky Seven Nashwauk,26,Retail,$55.60,5102714.Signature.201225.png,Jason,,Needed to add more items after already scanning and syncing their handheld
5102715,Lucky Seven Hibbing Y,15,Retail,$606.80,5102715.Signature.211918.png,Laurie,,
5102716,Lucky Seven Hibbing Y,15,Deli,$333.60,5102716.Signature.211839.png,Laurie,,
5102717,Lucky Seven Hibbing A1,23,Retail,$27.80,5102717.Signature.213432.png,,,
5102718,Korner Store Chisholm,200,Retail,$127.00,5102718.Signature.215152.png,Brandy,,
5102719,Jubilee Chisholm,,Retail,$53.55,5102719.Signature.221409.png,Camille,Cash,
5102720,Lucky Seven Chisholm,6,Retail,$104.40,5102720.Signature.222657.png,Dave,,
5102721,Lucky Seven Biwabik,1,Deli,$222.40,5102721.Signature.232200.png,John,,
5102722,Lucky Seven Aurora,13,Deli,$278.00,5102722.Signature.234312.png,Dave,,
5102723,Lucky Seven Aurora,13,Retail,$27.80,5102723.Signature.234232.png,Dave,,
5102724,Lucky Seven Hoyt Lakes,10,Deli,$166.80,5102724.Signature.000340.png,Thomas,,
5102725,Lucky Seven Hoyt Lakes,10,Retail,$55.60,5102725.Signature.000304.png,Thomas,,
5102801,Twig Store,,Retail,$228.65,5102801.Signature.150844.png,Dave,17507,
5102802,Dawghouse Canyon,,Retail,$111.20,5102802.Signature.153527.png,Nick Miller,10346,
5102803,Speedway Cotton,44614,Retail,$215.20,5102803.Signature.160126.png,Brandon,,
5102804,Melrude Pub,,Retail,$142.80,,,,
5102805,Short Stop Townline,26,Retail,$463.20,5102805.Signature.165208.png,,,
5102806,Ely Lake Short Stop,6,Retail,$164.40,5102806.Signature.171631.png,Brooke,,
5102807,Short Stop Eveleth,18,Retail,$300.30,5102807.Signature.174957.png,Jess,,
5102808,Short Stop Virginia,5,Retail,$154.80,5102808.Signature.181033.png,Vikki,,
5102809,Short Stop Express Virginia,,Retail,$39.50,5102809.Signature.182910.png,Ryan,,
5102810,"Lucky Seven Virginia, Hoover Rd",5,Retail,$181.80,5102810.Signature.185901.png,Kelly,,
5102811,"Lucky Seven Virginia, Hoover Rd",5,Deli,$611.60,5102811.Signature.185952.png,Kelly,,
5102812,Short Stop Mt Iron,,Retail,$151.80,5102812.Signature.192308.png,Tammy,,
5102813,Short Stop Cook,,Retail,$112.65,5102813.Signature.200042.png,Tracy,,
5102814,Lucky Seven Cook,2,Retail,$124.55,5102814.Signature.202126.png,,,
5102901,Korner Store Cloquet,500,Retail,$89.25,5102901.Signature.140549.png,Sarah,,
5102902,Lucky Seven Cloquet,31,Retail,$0.00,,,,
5102903,Super One Cloquet,571,Retail,$27.20,5102903.Signature.142059.png,,,
5102904,Cromwell Store VP,,Retail,$245.30,5102904.Signature.150614.png,,,
5102905,Ukura's Big Dollar,,Retail,$327.25,5102905.Signature.160121.png,Mike,6611,
5102906,KJ's Fresh Market Moose Lake,,Retail,$47.60,5102906.Signature.165113.png,Benton,,
5102907,Lucky Seven Moose Lake,38,Deli,$333.60,5102907.Signature.171639.png,Ryan,,
5102908,Lucky Seven Moose Lake,38,Retail,$20.85,5102908.Signature.171739.png,Ryan,,
5102909,Lucky Seven Barnum,34,Retail,$95.20,5102909.Signature.180420.png,Mike,,
5102910,Lucky Seven Barnum,34,Deli,$500.40,5102910.Signature.180152.png,Mike,,
5102911,Third Base,,Retail,$12.00,5102911.Signature.183653.png,Chrystal,Cash,
5102912,Caywood Esko,,Retail,$77.85,5102912.Signature.185214.png,Alexis,,
5102913,Stokkes Adolph,,Retail,$333.30,5102913.Signature.193446.png,Sienna,,
5102914,Lucky Seven Proctor,32,Retail,$174.60,5102914.Signature.195933.png,Cathy,,
5102915,Lucky Seven Proctor,32,Deli,$166.80,5102915.Signature.200000.png,Cathy,,
5102916,Speedway Morgan Park,44612,Retail,$413.45,5102916.Signature.203734.png,Grace,,
5102917,Korner Store Gary North,1,Retail,$163.20,5102917.Signature.210141.png,Cade,,
5102918,Korner Store Gary South,2,Retail,$170.20,5102918.Signature.211404.png,Luke,,
5102919,American Legion Post,71,Retail,$139.00,,,,
5102920,Korner Store Lincoln Park,800,Retail,$151.80,5102920.Signature.214848.png,Ty,,
5102921,Speedway 4th Street,44618,Retail,$215.20,5102921.Signature.220609.png,Twanda,,
5102922,Short Stop 9th Street,,Retail,$206.20,5102922.Signature.222953.png,Tim,,
5102923,Reef,,Retail,$183.65,5102923.Signature.225054.png,Rachel,11798,
5102924,Woodland Short Stop,,Retail,$63.80,5102924.Signature.230911.png,Marissa,,
5102925,Stokkes Lakewood,,Retail,$472.20,5102925.Signature.233047.png,Cyenna,,
5102926,Pauls Place,321,Retail,$0.00,,,,
5102927,Hermantown Hockey Arena,,Retail,$206.40,,,,
5102928,Speedway Hermantown,44610,Retail,$151.80,5102928.Signature.012531.png,Tristen,,
5110201,Lucky Seven Luck,40,Deli,"$2,335.20",5110201.Signature.185859.png,Sam,,
5110202,Lucky Seven Balsam Lake,43,Deli,"$2,398.40",5110202.Signature.181946.png,Eileen,,
5110203,Lucky Seven Balsam Lake,43,Retail,$166.80,5110203.Signature.181850.png,Eileen,,
5110204,Lucky Seven Grantsburg,39,Deli,"$2,112.80",5110204.Signature.164008.png,Britanny,,
5110205,Lucky Seven Minong,36,Deli,"$1,445.60",5110205.Signature.220606.png,Becky,,
5110206,Lucky Seven Minong,36,Retail,$776.40,5110206.Signature.220655.png,Becky,,
5110207,Lucky Seven Webster,41,Deli,$722.80,5110207.Signature.195104.png,Mary Lou,,
5110208,Lucky Seven Cushing,42,Deli,$778.40,5110208.Signature.171547.png,Brenda,,
5110209,Lucky Seven Cushing,42,Retail,$158.80,5110209.Signature.171504.png,Brenda,,
5110301,Chris's Food Center Sandstone,,Retail,$47.60,5110301.Signature.145525.png,Twigg,,
5110302,Lucky Seven Hinckley,37,Deli,$389.20,5110302.Signature.152734.png,Kirsten,,
5110303,Korner Store Superior,300,Retail,$261.90,5110303.Signature.230947.png,,Michelle,
5110304,Super One East Superior,577,Retail,$217.60,5110304.Signature.232226.png,Ethan,,
5110305,Average Joes,,Retail,$51.60,5110305.Signature.234309.png,Emily,,
5110306,Super One Superior,530,Retail,$27.20,5110306.Signature.235702.png,Beth,,
5110307,Super One West Duluth,565,Retail,$217.60,5110307.Signature.001641.png,Samuel,,
5110401,Caywood Saginaw,,Retail,$198.40,5110401.Signature.144551.png,Cristine,,
5110402,Speedway Floodwood,44613,Retail,$43.80,5110402.Signature.151613.png,Kelly,,
5110403,Lucky Seven Floodwood,33,Deli,$278.00,5110403.Signature.154706.png,Joe,,
5110404,Lucky Seven Floodwood,33,Retail,$111.20,5110404.Signature.154635.png,Joe,,
5110405,Lucky Seven Swan River,24,Deli,$778.40,5110405.Signature.163557.png,Karen,,
5110406,Lucky Seven Swan River,24,Retail,$271.80,5110406.Signature.163726.png,Karen,,
5110407,Super One Grand Rapids North,520,Retail,$81.60,5110407.Signature.171150.png,Zach,,
5110408,Lucky Seven Grand Rapids West,30,Deli,$278.00,5110408.Signature.173223.png,Allie,,
5110409,Lucky Seven Grand Rapids East,22,Deli,$166.80,5110409.Signature.180351.png,Drew,,
5110410,Lucky Seven Grand Rapids East,22,Retail,$0.00,,,,
5110411,Lucky Seven Nashwauk,26,Deli,$55.60,5110411.Signature.185027.png,Theresa,,
5110412,Lucky Seven Nashwauk,26,Retail,$202.60,5110412.Signature.184951.png,Theresa,,
5110413,Lucky Seven Hibbing Y,15,Deli,$278.00,5110413.Signature.193434.png,Brittany,,
5110414,Super One Hibbing,525,Retail,$163.20,5110414.Signature.195027.png,Nicole,,
5110415,Lucky Seven Chisholm,6,Retail,$120.20,5110415.Signature.202953.png,Tina,,
5110416,Lucky Seven Chisholm,6,Deli,$55.60,5110416.Signature.203124.png,Tina,,
5110417,Short Stop Cook,,Retail,$33.20,5110417.Signature.212325.png,Tracy,,
5110418,Lucky Seven Cook,2,Retail,$106.95,5110418.Signature.215020.png,,,
5110419,The Y Store,,Retail,$614.20,5110419.Signature.223942.png,Stephanie,,
5110420,Lucky Seven Ely,11,Retail,$175.80,5110420.Signature.233416.png,Ethan,,
5110421,Lucky Seven Ely,11,Deli,$278.00,5110421.Signature.233500.png,Ethan,,
5110422,Short Stop Ely Voyageur,66,Retail,$75.90,5110422.Signature.235423.png,Tyler,,
5110423,Lucky Seven Aurora,13,Deli,$111.20,5110423.Signature.005951.png,David,,
5110424,Lucky Seven Aurora,13,Retail,$139.00,5110424.Signature.005908.png,David,,
5110425,Lucky Seven Hoyt Lakes,10,Deli,$166.80,5110425.Signature.012852.png,Thomas,,
5110426,Lucky Seven Hoyt Lakes,10,Retail,$145.95,5110426.Signature.012930.png,Thomas,,
5110427,Lucky Seven Biwabik,1,Deli,$222.40,5110427.Signature.015117.png,John,,
5110501,Short Stop Townline,26,Retail,$233.55,5110501.Signature.165148.png,Ben,,
5110502,Short Stop Eveleth,18,Retail,$77.00,5110502.Signature.172454.png,Parley,,
5110503,Short Stop Virginia,5,Retail,$114.80,5110503.Signature.175419.png,Chad,,
5110504,Super One Virginia,509,Retail,$68.00,5110504.Signature.180755.png,Shaun,,
5110505,Short Stop Mt Iron,,Retail,$57.00,5110505.Signature.183104.png,Rhoda,,
5110506,"Lucky Seven Virginia, Hoover Rd",5,Retail,$667.20,5110506.Signature.185828.png,Nikki,,
5110507,Super One Virginia North,459,Retail,$156.40,5110507.Signature.191138.png,Terry,,
5110508,Super One Two Harbors,528,Retail,$95.20,5110508.Signature.210504.png,Chaz,,
5110509,Super One Lakeside,455,Retail,$115.60,5110509.Signature.214241.png,Lisa,,
5110510,Stokkes Lakewood,,Retail,$243.20,5110510.Signature.221029.png,Avery,,
5110511,Reef,,Retail,$62.55,5110511.Signature.224254.png,Rachel,11805,
5110512,Super One Plaza,457,Retail,$13.60,5110512.Signature.225414.png,Shelby,,
5110513,Short Stop 9th Street,,Retail,$95.20,5110513.Signature.231200.png,Tim,,
5110514,Speedway 4th Street,44618,Retail,$302.80,5110514.Signature.232918.png,Twanda,,
5110515,Spurs On First,,Retail,$278.00,5110515.Signature.235232.png,Geno,,
5110516,Super One Miller Hill,576,Retail,$20.40,5110516.Signature.002516.png,Megan,,
5110601,Stokkes Adolph,,Retail,$221.20,5110601.Signature.174305.png,Kendra,,
5110602,Midway Fuels,,Retail,$179.60,5110602.Signature.175819.png,Randy,,
5110603,Powerhouse Bar,,Retail,$111.20,5110603.Signature.181301.png,Deb,30475,
5110604,Lucky Seven Proctor,32,Retail,$44.65,5110604.Signature.182658.png,Cathy,,
5110605,Korner Store Gary North,1,Retail,$41.65,5110605.Signature.184737.png,Cade,,
5110606,Korner Store Gary South,2,Retail,$71.40,5110606.Signature.190045.png,Will,,
